%mcmc_id interface             x1       CURVE1_1       CURVE1_2       CURVE1_3       CURVE1_4       CURVE1_5       CURVE1_6       CURVE1_7       CURVE1_8       CURVE1_9      CURVE1_10      CURVE1_11      CURVE1_12      CURVE1_13      CURVE1_14 
1            NO_ID    9.662337085    1.438712131    2.034646209    2.491922509    2.877424263    3.217058126    3.524110609    3.806474508    4.069292417    4.316136394    4.549607232    4.771668321    4.983845018     5.18735036    5.383167874 
2            NO_ID     9.56386281     1.44610001    2.045094246    2.504718689    2.892200019    3.233577924     3.54220714    3.826020996    4.090188492    4.338300029    4.572969755    4.796171141    5.009437379    5.213987734    5.410810783 
3            NO_ID    9.393899889    1.459123439    2.063512157    2.527275932    2.918246879    3.262699198    3.574107898    3.860477753    4.127024314    4.377370318    4.614153456    4.839364971    5.054551863    5.260944378    5.459539995 
4            NO_ID    9.765664576    1.431080606    2.023853602    2.478704319    2.862161212    3.199993516    3.505417265    3.786283389    4.047707203    4.293241818     4.52547423    4.746357414    4.957408638    5.159834504     5.35461332 
5            NO_ID    9.676800043    1.437636579    2.033125147    2.490059597    2.875273157    3.214653117    3.521476053    3.803628863    4.066250295    4.312909736    4.546206036    4.768101117    4.980119194      5.1834724    5.379143524 
6            NO_ID    9.912380551    1.420450207    2.008819947    2.460291928    2.840900414    3.176223221    3.479378212    3.758157997    4.017639895    4.261350621    4.491857957     4.71110037    4.920583856    5.121506055    5.314838009 
7            NO_ID    10.14083854    1.404358748    1.986063188    2.432420703    2.808717496    3.140241625    3.439962348    3.715583998    3.972126375    4.213076243    4.440972295    4.657731037    4.864841406    5.063487474    5.254629282 
8            NO_ID    10.10430522     1.40689527    1.989650372    2.436814089     2.81379054    3.145913461    3.446175533    3.722295005    3.979300744     4.22068581    4.448993483     4.66614373    4.873628177    5.072633036     5.26412008 
9            NO_ID    9.711638254    1.435055671    2.029475193    2.485589334    2.870111342    3.208882032    3.515154147    3.796800423    4.058950385    4.305167013     4.53804449    4.759541214    4.971178668    5.174166805    5.369486652 
10           NO_ID    9.684255382    1.437083096    2.032342405    2.489100937    2.874166192    3.213415493    3.520120304    3.802164486     4.06468481    4.311249289    4.544455771    4.766265423    4.978201875    5.181476791    5.377072582 
11           NO_ID    9.631166814    1.441038372    2.037936009    2.495951676    2.882076744    3.222259758    3.529808711    3.812629162    4.075872019    4.323115116    4.556963451    4.779383588    4.991903352     5.19573774    5.391871869 
12           NO_ID    9.616724543    1.442120032    2.039465708    2.497825166    2.884240064    3.224678424    3.532458227    3.815490966    4.078931416    4.326360097    4.560383961     4.78297105    4.995650333    5.199637722    5.395919071 
13           NO_ID    9.870979531    1.423425927    2.013028252    2.465446027    2.846851855    3.182877135    3.486667209    3.766031014    4.026056503    4.270277782    4.501268011    4.720969718    4.930892054    5.132235168    5.325972136 
14           NO_ID    9.787786044    1.429462492    2.021565243    2.475901663    2.858924983    3.196375302    3.501453711    3.782002261    4.043130485    4.288387475    4.520357303    4.740990737    4.951803326     5.15400031    5.348558891 
15           NO_ID    9.735194233    1.433318437    2.027018373    2.482580357    2.866636875    3.204997459    3.510898811    3.792204135    4.054036747    4.299955312    4.532550875    4.753779462    4.965160714     5.16790312    5.362986519 
16           NO_ID    9.969161674    1.416399218    2.003090983    2.453275409    2.832798435    3.167164934    3.469455356    3.747440087    4.006181967    4.249197653    4.479047604    4.697664759    4.906550818    5.106900006    5.299680596 
17           NO_ID    9.902621279    1.421149979    2.009809574    2.461503968    2.842299957    3.177787958    3.481092295    3.760009419    4.019619148    4.263449936    4.494070829     4.71342125    4.923007936    5.124029118    5.317456315 
18           NO_ID    9.361475037      1.4616482    2.067082708    2.531648945      2.9232964    3.268344734    3.580292273    3.867157641    4.134165415      4.3849446     4.62213745    4.847738655     5.06329789    5.270047531    5.468986784 
19           NO_ID    9.569949501    1.445640061    2.044443781    2.503922036    2.891280123    3.232549448    3.541080502    3.824804087    4.088887562    4.336920184     4.57151527    4.794645665    5.007844071    5.212329367    5.409089814 
20           NO_ID    9.722302513    1.434268409    2.028361836    2.484225756    2.868536818     3.20712166    3.513225756    3.794717523    4.056723672    4.302805226    4.535554948    4.756930161    4.968451511    5.171328291    5.366540986 
21           NO_ID    9.722302513    1.434268409    2.028361836    2.484225756    2.868536818     3.20712166    3.513225756    3.794717523    4.056723672    4.302805226    4.535554948    4.756930161    4.968451511    5.171328291    5.366540986 
22           NO_ID    9.840847661    1.425603469     2.01610776    2.469217639    2.851206937    3.187746265    3.492001074    3.771792246     4.03221552    4.276810406    4.508154001    4.728191806    4.938435278    5.140086405    5.334119749 
