T,lambda,G,nu_l,rho_l,gamma,r,h_0,u_0,ts_dt,R,volume,time
228.7302896,0.009801951,12.4302461,1.31E-06,677.5317753,0.01918888,6.35E-05,0.002450488,0.000659684,5.00E-05,0.007351464,3.00E-08,0.00962187
217.9682552,0.005385656,28.53848131,1.38E-06,684.3425604,0.019942222,0.000821392,0.001346414,0.015535029,1.00E-05,0.004039242,5.07E-09,0.0029002
232.2406155,0.009155118,10.32980133,1.29E-06,675.3102552,0.018943157,4.02E-05,0.00228878,0.000447308,5.00E-05,0.006866339,2.44E-08,0.0108055
232.6012104,0.007528077,27.46227248,1.29E-06,675.0820517,0.018917915,0.00072965,0.001882019,0.009872574,1.00E-05,0.005646058,1.37E-08,0.00468602
165.6877431,0.00936767,24.07498641,1.94E-06,717.4284362,0.023601858,0.000485125,0.002341917,0.005274994,1.00E-05,0.007025752,2.61E-08,0.00713078
266.436109,0.006958293,23.03947004,1.14E-06,653.6695365,0.016549472,0.000422938,0.001739573,0.006191189,1.00E-05,0.00521872,1.07E-08,0.00437629
166.0867552,0.007939369,15.10506647,1.94E-06,717.1759202,0.023573927,0.000112692,0.001984842,0.001445798,5.00E-05,0.005954527,1.60E-08,0.00677461
105.050541,0.004590895,29.63769027,3.81E-06,755.8028679,0.027846462,0.000922529,0.001147724,0.020468358,1.00E-05,0.003443171,,
255.9061733,0.008090991,12.76164519,1.18E-06,660.3334373,0.017286568,6.83E-05,0.002022748,0.000860178,5.00E-05,0.006068243,1.69E-08,0.0070125
203.9854308,0.008010036,25.32464738,1.49E-06,693.1916319,0.02092102,0.000567806,0.002002509,0.007220467,1.00E-05,0.006007527,1.64E-08,0.00532867
77.94242485,0.007489933,20.86326812,6.02E-06,772.958319,0.02974403,0.000309903,0.001872483,0.004214522,1.00E-05,0.00561745,1.35E-08,0.00821711
219.4756216,0.006908535,24.97158075,1.37E-06,683.3886191,0.019836706,0.000543579,0.001727134,0.008014512,1.00E-05,0.005181401,1.05E-08,0.0043058
95.22372857,0.008065409,19.56374161,4.44E-06,762.0217951,0.028534339,0.000253141,0.002016352,0.00319695,5.00E-05,0.006049057,1.69E-08,0.0073582
213.1660148,0.007441601,29.45236214,1.42E-06,687.3816723,0.020278379,0.00090494,0.0018604,0.012386639,1.00E-05,0.0055812,1.33E-08,0.00456086
124.9721174,0.005145452,11.2692909,2.92E-06,743.1954397,0.026451952,4.91E-05,0.001286363,0.000971645,5.00E-05,0.003859089,4.33E-09,0.00472187
214.9515594,0.007560715,14.84412892,1.40E-06,686.2516852,0.020153391,0.000106833,0.001890179,0.001439267,5.00E-05,0.005670536,1.38E-08,0.00606875
244.5127478,0.008253288,24.888283,1.23E-06,667.5438002,0.018084108,0.000537964,0.002063322,0.006639364,1.00E-05,0.006189966,1.79E-08,0.00550208
173.5542904,0.006409609,13.37195627,1.83E-06,712.4500686,0.0230512,7.81E-05,0.001602402,0.001241817,5.00E-05,0.004807206,8.39E-09,0.00532031
201.4257484,0.003821504,23.49916349,1.51E-06,694.8115345,0.021100198,0.000449853,0.000955376,0.011990466,1.00E-05,0.002866128,1.79E-09,0.00193223
222.0024345,0.007642911,16.05762085,1.36E-06,681.7895181,0.01965983,0.000136163,0.001910728,0.001814687,5.00E-05,0.005732183,1.43E-08,0.00592969
188.9353389,0.008116318,18.35716239,1.64E-06,702.7161269,0.021974526,0.000207158,0.00202908,0.002599823,5.00E-05,0.006087239,1.68E-08,0.00625664
228.4245521,0.009838477,16.53769858,1.32E-06,677.7252621,0.019210281,0.00014927,0.002459619,0.00154541,5.00E-05,0.007378858,3.05E-08,0.00833516
246.2479652,0.00790482,18.59033532,1.22E-06,666.4456627,0.017962642,0.000215557,0.001976205,0.002777606,5.00E-05,0.005928615,1.55E-08,0.00576875
102.1172526,0.006036537,16.39767663,3.98E-06,757.6592081,0.028051792,0.000145357,0.001509134,0.002452715,5.00E-05,0.004527402,7.04E-09,0.00518047
96.6975249,0.007397,26.63107177,4.33E-06,761.0890987,0.028431173,0.000663565,0.00184925,0.009137507,1.00E-05,0.00554775,,
76.3809096,0.004270303,21.03932498,6.20E-06,773.9465285,0.029853336,0.000318194,0.001067576,0.007589847,1.00E-05,0.003202727,,
237.1118652,0.009006714,27.68073374,1.27E-06,672.2274705,0.018602169,0.000747702,0.002251679,0.008455948,1.00E-05,0.006755036,2.34E-08,0.00598987
112.8361776,0.007744637,24.0483595,3.42E-06,750.8757049,0.027301468,0.000483455,0.001936159,0.006358506,1.00E-05,0.005808478,1.48E-08,0.0062087
89.06467734,0.004748751,23.69643443,4.92E-06,765.9195688,0.028965473,0.00046174,0.001187188,0.009904167,1.00E-05,0.003561564,,
79.98701322,0.004968616,21.66225501,5.79E-06,771.6643952,0.029600909,0.000348712,0.001242154,0.007148769,1.00E-05,0.003726462,,
235.2652738,0.007453775,23.8666568,1.28E-06,673.3960913,0.018731431,0.000472161,0.001863444,0.006452296,1.00E-05,0.005590331,1.32E-08,0.00485969
114.2946282,0.008201281,25.3801676,3.35E-06,749.9527201,0.027199376,0.000571678,0.00205032,0.007100192,1.00E-05,0.006150961,1.76E-08,0.00646949
265.7742052,0.005455167,10.46003697,1.14E-06,654.0884243,0.016595806,4.13E-05,0.001363792,0.000771038,5.00E-05,0.004091375,5.16E-09,0.00484219
265.3448963,0.004485665,11.44033058,1.14E-06,654.3601137,0.016625857,5.10E-05,0.001121416,0.001157188,5.00E-05,0.003364248,,
218.3625619,0.004960046,18.52404843,1.38E-06,684.0930222,0.019914621,0.000213146,0.001240012,0.004377156,5.00E-05,0.003720035,,
136.9818381,0.008223741,25.8235861,2.55E-06,735.5950527,0.025611271,0.000603229,0.002055935,0.007471588,1.00E-05,0.006167806,1.78E-08,0.00607461
198.0834537,0.005410656,18.26105056,1.54E-06,696.9267155,0.021334158,0.000203763,0.001352664,0.003835977,5.00E-05,0.004057992,,
144.014717,0.003612689,17.52008128,2.37E-06,731.1442746,0.02511897,0.000178871,0.000903172,0.005043234,5.00E-05,0.002709516,,
132.3165487,0.005992308,24.44645241,2.68E-06,738.5474947,0.025937842,0.000508815,0.001498077,0.008648994,1.00E-05,0.004494231,6.86E-09,0.00411205
202.4611038,0.005052132,22.5954603,1.50E-06,694.1563067,0.021027723,0.00039797,0.001263033,0.008023727,1.00E-05,0.003789099,4.11E-09,0.00288654
197.8225558,0.003922415,17.36604895,1.55E-06,697.0918255,0.021352421,0.000173977,0.000980604,0.004517917,5.00E-05,0.002941812,,
94.96882003,0.005631637,14.94246371,4.45E-06,762.1831147,0.028552183,0.000109013,0.001407909,0.001971706,5.00E-05,0.004223728,5.70E-09,0.00507734
159.8282279,0.004184635,26.7593048,2.04E-06,721.1366476,0.024012024,0.000673494,0.001046159,0.01639367,1.00E-05,0.003138476,2.37E-09,0.00240824
107.1417381,0.007414694,23.93028183,3.70E-06,754.4794477,0.027700078,0.000476096,0.001853673,0.006540356,1.00E-05,0.00556102,1.29E-08,0.00594707
138.868213,0.007030998,15.38390794,2.50E-06,734.4012547,0.025479225,0.000119221,0.00175775,0.001727177,5.00E-05,0.005273249,1.11E-08,0.00596016
210.0658441,0.005486332,18.87333987,1.44E-06,689.3436245,0.020495391,0.000226061,0.001371583,0.004197049,5.00E-05,0.004114749,,
184.8224885,0.006529325,21.97634108,1.68E-06,705.3189563,0.022262426,0.000364811,0.001632331,0.00569114,1.00E-05,0.004896994,8.82E-09,0.00426959
215.5212899,0.003738718,22.44506291,1.40E-06,685.8911296,0.02011351,0.000389739,0.000934679,0.010618218,1.00E-05,0.002804038,1.67E-09,0.00186707
212.5465608,0.004388645,12.97516348,1.42E-06,687.7736956,0.020321741,7.16E-05,0.001097161,0.001662455,5.00E-05,0.003291484,,
185.5488392,0.009736659,10.0829478,1.67E-06,704.8592831,0.022211581,3.83E-05,0.002434165,0.000400254,5.00E-05,0.007302494,2.93E-08,0.0133203
140.9030992,0.006504827,20.19453328,2.45E-06,733.113471,0.025336783,0.00027973,0.001626207,0.0043803,1.00E-05,0.00487862,8.68E-09,0.00472469
120.239437,0.005700009,21.77319216,3.10E-06,746.1905304,0.026783239,0.000354343,0.001425002,0.006332109,1.00E-05,0.004275007,5.86E-09,0.00414571
250.7937461,0.004233722,14.14950866,1.20E-06,663.5688519,0.017644438,9.24E-05,0.001058431,0.002222769,5.00E-05,0.003175292,,
230.7119808,0.004056925,28.56137987,1.30E-06,676.2776562,0.019050161,0.000823422,0.001014231,0.02067404,1.00E-05,0.003042694,2.18E-09,0.00194465
233.9383049,0.008766323,28.11201569,1.28E-06,674.2358675,0.018824319,0.00078419,0.002191581,0.009111796,1.00E-05,0.006574743,2.16E-08,0.00571209
211.3821342,0.008870157,18.93005646,1.43E-06,688.5106064,0.020403251,0.000228208,0.002217539,0.002620589,5.00E-05,0.006652618,2.19E-08,0.00688789
252.6332693,0.009231921,23.81420125,1.19E-06,662.4047042,0.017515671,0.000468934,0.00230798,0.005173915,1.00E-05,0.006923941,2.50E-08,0.0065308
75.77665767,0.00925951,15.66750024,6.27E-06,774.3289311,0.029895634,0.00012615,0.002314877,0.001387708,5.00E-05,0.006944632,2.53E-08,0.0106701
99.08995533,0.009691527,27.76927869,4.17E-06,759.5750421,0.028263703,0.000755101,0.002422882,0.007936207,1.00E-05,0.007268645,2.91E-08,0.00895796
73.96968532,0.005170793,13.68708072,6.50E-06,775.4724789,0.030022122,8.37E-05,0.001292698,0.001648345,5.00E-05,0.003878095,4.39E-09,0.00575234
201.5662874,0.004452941,28.48880349,1.51E-06,694.7225939,0.02109036,0.000817001,0.001113235,0.01868855,1.00E-05,0.003339706,2.88E-09,0.00230137
140.3805448,0.004834748,14.00243599,2.46E-06,733.4441711,0.025373362,8.95E-05,0.001208687,0.001886451,5.00E-05,0.003626061,3.61E-09,0.0036334
224.228004,0.006798572,13.25742446,1.34E-06,680.38106,0.01950404,7.62E-05,0.001699643,0.001141824,5.00E-05,0.005098929,1.00E-08,0.00553672
172.826577,0.008036446,17.96342098,1.84E-06,712.9106042,0.02310214,0.000193493,0.002009112,0.002452459,5.00E-05,0.006027335,1.63E-08,0.00633633
121.1481171,0.008419111,25.89567426,3.07E-06,745.6154695,0.026719632,0.000608463,0.002104778,0.007361535,1.00E-05,0.006314333,1.91E-08,0.0064484
128.0159351,0.009753438,22.62904114,2.82E-06,741.2691507,0.026238885,0.000399824,0.00243836,0.004175524,1.00E-05,0.007315079,2.93E-08,0.00812166
94.57277868,0.009959146,13.47124749,4.48E-06,762.4337506,0.028579905,7.99E-05,0.002489787,0.0008167,5.00E-05,0.00746936,3.14E-08,0.0115279
242.9773514,0.006548978,15.88990325,1.24E-06,668.5154803,0.018191585,0.000131789,0.001637244,0.002049777,5.00E-05,0.004911733,8.99E-09,0.00470625
81.1723359,0.007971963,29.21604717,5.66E-06,770.9142602,0.029517936,0.00088283,0.001992991,0.01128007,1.00E-05,0.005978972,,
191.8825019,0.008690756,23.40803712,1.61E-06,700.851006,0.021768225,0.00044443,0.002172689,0.005208902,1.00E-05,0.006518067,2.08E-08,0.00623456
237.8304218,0.009349247,21.38972497,1.26E-06,671.7727299,0.01855187,0.000335131,0.002337312,0.003651224,1.00E-05,0.007011935,2.58E-08,0.00699051
254.4025052,0.00621928,17.5497869,1.18E-06,661.2850381,0.017391825,0.000179826,0.00155482,0.002945178,5.00E-05,0.00466446,7.56E-09,0.00417344
149.2190474,0.003494973,12.68844119,2.25E-06,727.8506988,0.024754667,6.72E-05,0.000873743,0.001959309,5.00E-05,0.00262123,,
264.729677,0.00333685,18.43770798,1.14E-06,654.7494571,0.016668923,0.000210034,0.000834212,0.006411395,5.00E-05,0.002502637,,
189.1844571,0.004846443,28.22518825,1.63E-06,702.5584716,0.021957088,0.000793953,0.001211611,0.016686755,1.00E-05,0.003634832,3.70E-09,0.00263254
234.866499,0.009969453,16.65387513,1.28E-06,673.6484571,0.018759345,0.000152573,0.002492363,0.001558862,5.00E-05,0.00747709,3.17E-08,0.00843008
247.1971233,0.008325732,20.09072983,1.22E-06,665.8449853,0.017896201,0.000275231,0.002081433,0.00336725,1.00E-05,0.006244299,1.82E-08,0.00596707
196.5268193,0.006851298,16.35331665,1.56E-06,697.9118361,0.021443123,0.000144133,0.001712824,0.002142838,5.00E-05,0.005138473,1.03E-08,0.00514922
113.1499789,0.004279806,21.20513611,3.40E-06,750.6771148,0.027279501,0.000326136,0.001069952,0.007762013,1.00E-05,0.003209855,2.48E-09,0.00311639
269.7061558,0.009434441,16.78160919,1.12E-06,651.6000778,0.016320569,0.000156266,0.00235861,0.001687131,5.00E-05,0.007075831,2.63E-08,0.00761367
221.0407527,0.008058056,25.18957707,1.36E-06,682.3981213,0.019727147,0.000558456,0.002014514,0.007059252,1.00E-05,0.006043542,1.67E-08,0.00532199
190.9140438,0.005860905,26.14314832,1.62E-06,701.4638976,0.021836017,0.000626658,0.001465226,0.010890963,1.00E-05,0.004395678,6.47E-09,0.00346416
116.4363149,0.006117001,29.39529304,3.26E-06,748.5973474,0.027049458,0.000899568,0.00152925,0.014979436,1.00E-05,0.004587751,,
253.0103616,0.009318666,11.03322408,1.19E-06,662.1660603,0.017489275,4.66E-05,0.002329666,0.000509656,5.00E-05,0.006988999,2.57E-08,0.009725
246.6815884,0.007319206,18.35982988,1.22E-06,666.171243,0.017932289,0.000207253,0.001829801,0.002884281,5.00E-05,0.005489404,1.23E-08,0.0052
188.0667128,0.009566339,10.21706297,1.65E-06,703.2658394,0.02203533,3.93E-05,0.002391585,0.000418419,5.00E-05,0.007174754,2.78E-08,0.012536
150.3257134,0.00642502,11.54927829,2.23E-06,727.1503419,0.0246772,5.22E-05,0.001606255,0.000827537,5.00E-05,0.004818765,8.42E-09,0.00614727
169.554408,0.004934179,16.85905916,1.88E-06,714.981406,0.023331191,0.000158536,0.001233545,0.003272751,5.00E-05,0.003700635,,
99.53406198,0.006134656,19.87251093,4.14E-06,759.2939879,0.028232616,0.000265932,0.001533664,0.004415513,5.00E-05,0.004600992,7.44E-09,0.00512344
193.2535301,0.005190662,11.66294295,1.59E-06,699.9833469,0.021672253,5.35E-05,0.001297665,0.001050399,5.00E-05,0.003892996,4.45E-09,0.0043502
184.3920648,0.005070078,25.94010743,1.69E-06,705.5913512,0.022292555,0.000611705,0.001267519,0.012289301,1.00E-05,0.003802558,4.20E-09,0.00282227
109.280251,0.009478604,12.19204865,3.59E-06,753.1260835,0.027550382,6.02E-05,0.002369651,0.000646977,5.00E-05,0.007108953,2.70E-08,0.0108553
152.3529093,0.005746484,21.07798729,2.18E-06,725.867425,0.024535296,0.000320034,0.001436621,0.005672752,1.00E-05,0.004309863,6.00E-09,0.00382996
268.777559,0.009179195,23.64355387,1.13E-06,652.187743,0.016385571,0.000458533,0.002294799,0.005088226,1.00E-05,0.006884396,2.46E-08,0.00643746
147.7908005,0.005428405,28.71404864,2.28E-06,728.754569,0.024854644,0.000837035,0.001357101,0.015706216,1.00E-05,0.004071304,5.18E-09,0.00349984
105.0270373,0.005641541,29.78240636,3.82E-06,755.8177423,0.027848107,0.000936418,0.001410385,0.016907218,1.00E-05,0.004231156,,
123.0017687,0.009151088,12.28727823,3.00E-06,744.4423807,0.026589876,6.15E-05,0.002287772,0.000684486,5.00E-05,0.006863316,2.43E-08,0.00997344
239.1621383,0.008984318,17.90346664,1.26E-06,670.9299491,0.01845865,0.000191469,0.002246079,0.002170766,5.00E-05,0.006738238,2.28E-08,0.00703437
103.0774513,0.006865269,20.84845444,3.93E-06,757.0515435,0.027984578,0.000309212,0.001716317,0.004587746,1.00E-05,0.005148952,1.04E-08,0.00572286
206.6061132,0.007284333,13.30639729,1.47E-06,691.5331254,0.020737572,7.70E-05,0.001821083,0.00107716,5.00E-05,0.00546325,1.23E-08,0.00618672
110.8360958,0.008301044,26.84893822,3.51E-06,752.1414626,0.027441473,0.000680492,0.002075261,0.00835007,1.00E-05,0.006225783,1.83E-08,0.00667766
77.42294348,0.004730403,20.42011221,6.08E-06,773.2870743,0.029780394,0.000289677,0.001182601,0.006237583,1.00E-05,0.003547802,,
109.7610177,0.005612178,16.62690215,3.56E-06,752.8218289,0.027516729,0.000151802,0.001403044,0.002755152,5.00E-05,0.004209133,5.66E-09,0.00456702
178.4192644,0.008518491,21.62646271,1.76E-06,709.3712555,0.022710651,0.000346908,0.002129623,0.004148121,1.00E-05,0.006388868,1.95E-08,0.00632922
161.6403763,0.009404713,25.99818077,2.01E-06,719.9898242,0.023885174,0.000615958,0.002351178,0.006671221,1.00E-05,0.007053535,2.65E-08,0.00700422
229.3111167,0.005292234,15.78169491,1.31E-06,677.1641971,0.019148222,0.000129023,0.001323059,0.002483285,5.00E-05,0.003969176,,
82.85985621,0.004898061,26.74595731,5.49E-06,769.8463081,0.02939981,0.000672456,0.001224515,0.013984267,1.00E-05,0.003673546,,
229.8092025,0.004204079,23.13968913,1.31E-06,676.848982,0.019113356,0.000428713,0.00105102,0.01038713,1.00E-05,0.003153059,2.38E-09,0.00217621
148.2647775,0.005204491,22.14619569,2.27E-06,728.4546112,0.024821466,0.000373718,0.001301123,0.007314191,1.00E-05,0.003903368,4.48E-09,0.00333438
73.41026258,0.009284964,24.28976503,6.58E-06,775.8265112,0.030061282,0.000498732,0.002321241,0.005471254,1.00E-05,0.006963723,,
119.0045273,0.008849611,12.01514432,3.15E-06,746.9720466,0.026869683,5.79E-05,0.002212403,0.000666212,5.00E-05,0.006637208,2.20E-08,0.00974082
129.4610912,0.003966844,16.22078836,2.77E-06,740.3545794,0.026137724,0.00014052,0.000991711,0.003608222,5.00E-05,0.002975133,,
208.2552562,0.009791097,24.38295771,1.46E-06,690.4894604,0.020622132,0.000504713,0.002447774,0.00525065,1.00E-05,0.007343322,2.98E-08,0.00726895
133.5034149,0.00860681,24.93517128,2.65E-06,737.796383,0.025854761,0.00054112,0.002151703,0.006404005,1.00E-05,0.006455108,2.03E-08,0.00648149
87.07539142,0.00549802,29.70611594,5.09E-06,767.1784942,0.029104723,0.00092908,0.001374505,0.017212609,1.00E-05,0.004123515,,
236.5243381,0.009608435,13.91781506,1.27E-06,672.5992888,0.018643296,8.79E-05,0.002402109,0.000932197,5.00E-05,0.007206326,2.83E-08,0.00864922
184.1913236,0.004087658,27.91073943,1.69E-06,705.7183909,0.022306607,0.00076702,0.001021914,0.01911316,1.00E-05,0.003065743,2.22E-09,0.00214094
193.96284,0.005660424,24.10802228,1.58E-06,699.534458,0.021622601,0.000487202,0.001415106,0.008767178,1.00E-05,0.004245318,5.79E-09,0.00337574
249.2437369,0.009775596,17.49912941,1.21E-06,664.5497798,0.017752938,0.0001782,0.002443899,0.001856793,5.00E-05,0.007331697,2.93E-08,0.00796211
207.2525675,0.004792858,22.3089033,1.46E-06,691.1240149,0.02069232,0.000382385,0.001198214,0.008126558,1.00E-05,0.003594643,3.51E-09,0.00267502
247.350322,0.004941587,20.73952907,1.22E-06,665.748033,0.017885477,0.000304164,0.001235397,0.006269616,1.00E-05,0.00370619,3.83E-09,0.00279602
233.312563,0.005003015,16.94974914,1.29E-06,674.6318701,0.018868121,0.000161224,0.001250754,0.003282441,5.00E-05,0.003752262,,
124.0752416,0.00907788,29.82520939,2.96E-06,743.7630302,0.026514733,0.000940552,0.00226947,0.010553547,1.00E-05,0.00680841,2.41E-08,0.00690191
105.7368513,0.004645967,11.82519181,3.78E-06,755.3685344,0.02779842,5.55E-05,0.001161492,0.001216536,5.00E-05,0.003484476,3.19E-09,0.00418437
133.2200642,0.003478321,27.28265814,2.66E-06,737.9757023,0.025874596,0.000715022,0.00086958,0.020938705,1.00E-05,0.002608741,,
244.1813854,0.004107665,26.46992323,1.23E-06,667.7535038,0.018107303,0.000651223,0.001026916,0.016148596,1.00E-05,0.003080749,2.24E-09,0.00198918
204.3418855,0.006496596,25.05236625,1.49E-06,692.9660485,0.020896068,0.000549062,0.001624149,0.008608656,1.00E-05,0.004872447,8.77E-09,0.00396013
190.1883042,0.006577941,21.69145152,1.62E-06,701.923184,0.021886819,0.000350188,0.001644485,0.005422648,1.00E-05,0.004933455,9.02E-09,0.00431978
213.5094208,0.007590859,25.4913371,1.42E-06,687.1643469,0.020254341,0.000579484,0.001897715,0.007775905,1.00E-05,0.005693144,1.40E-08,0.00493984
186.5029083,0.008684821,28.84758319,1.66E-06,704.2554977,0.022144796,0.000849062,0.002171205,0.009958148,1.00E-05,0.006513616,2.11E-08,0.00584934
227.2803289,0.00556713,22.40545064,1.32E-06,678.4493872,0.019290377,0.00038759,0.001391783,0.007091556,1.00E-05,0.004175348,5.49E-09,0.00329066
200.5857936,0.005093361,28.25338518,1.52E-06,695.3431023,0.021158994,0.000796398,0.00127334,0.015926698,1.00E-05,0.003820021,4.29E-09,0.00271469
219.1805965,0.008558803,18.41277179,1.37E-06,683.5753266,0.019857358,0.000209141,0.002139701,0.002489004,5.00E-05,0.006419103,1.97E-08,0.00656562
187.0422007,0.009914381,24.49546476,1.66E-06,703.9142049,0.022107046,0.000511996,0.002478595,0.005260184,1.00E-05,0.007435786,3.09E-08,0.00751996
106.5763259,0.009131632,23.28329205,3.73E-06,754.8372705,0.027739657,0.000437077,0.002282908,0.004875398,1.00E-05,0.006848724,2.41E-08,0.00791534
198.5421372,0.007725008,18.68177567,1.54E-06,696.6364363,0.02130205,0.000218914,0.001931252,0.002886517,5.00E-05,0.005793756,1.45E-08,0.00577969
104.3410134,0.005715784,25.00290027,3.85E-06,756.2518945,0.027896129,0.0005457,0.001428946,0.009724754,1.00E-05,0.004286838,,
192.8123016,0.009012414,23.5587412,1.60E-06,700.2625796,0.021703139,0.000453421,0.002253103,0.00512461,1.00E-05,0.00675931,2.32E-08,0.00661609
263.7504445,0.004827257,15.07081752,1.15E-06,655.3691672,0.016737469,0.000111909,0.001206814,0.00236138,5.00E-05,0.003620443,,
89.95278914,0.004492193,29.2983935,4.84E-06,765.3575246,0.028903305,0.000890494,0.001123048,0.020191689,1.00E-05,0.003369145,,
87.22602454,0.006713492,28.46323995,5.07E-06,767.0831656,0.029094178,0.000814747,0.001678373,0.01236159,1.00E-05,0.005035119,,
195.5756678,0.008149947,27.43252179,1.57E-06,698.5137752,0.021509703,0.000727213,0.002037487,0.009088813,1.00E-05,0.00611246,1.74E-08,0.00533676
236.71267,0.009118332,18.04185725,1.27E-06,672.4801023,0.018630113,0.000196164,0.002279583,0.002191312,5.00E-05,0.006838749,2.38E-08,0.00717812
236.0963306,0.005601374,11.30800751,1.27E-06,672.8701546,0.018673257,4.95E-05,0.001400344,0.000900154,5.00E-05,0.004201031,5.59E-09,0.00480391
234.1822539,0.003758485,21.49631158,1.28E-06,674.0814836,0.018807242,0.0003404,0.000939621,0.009225219,1.00E-05,0.002818864,1.69E-09,0.00188219
253.5526068,0.009944174,20.13740777,1.19E-06,661.8228988,0.017451318,0.000277248,0.002486044,0.002839881,1.00E-05,0.007458131,3.10E-08,0.00771719
74.64102682,0.008264167,25.09304524,6.42E-06,775.0476184,0.029975128,0.000551836,0.002066042,0.006801598,1.00E-05,0.006198125,,
204.6944021,0.007087491,29.24079301,1.49E-06,692.7429574,0.020871392,0.000885128,0.001771873,0.012720782,1.00E-05,0.005315618,1.15E-08,0.00427803
199.8441499,0.008779326,29.49666144,1.53E-06,695.8124537,0.02121091,0.000909124,0.002194831,0.010547809,1.00E-05,0.006584494,2.18E-08,0.0058264
217.6327506,0.004231197,12.18738244,1.39E-06,684.5548854,0.019965707,6.01E-05,0.001057799,0.001447835,5.00E-05,0.003173398,,
136.6683594,0.003397439,15.52443578,2.56E-06,735.7934386,0.025633215,0.000122618,0.00084936,0.003676227,5.00E-05,0.002548079,,
126.0670583,0.007362725,22.00579026,2.89E-06,742.5025031,0.026375306,0.000366345,0.001840681,0.005068175,1.00E-05,0.005522044,1.26E-08,0.00557617
217.1103565,0.005232372,28.03555507,1.39E-06,684.8854841,0.020002275,0.000777639,0.001308093,0.015138375,1.00E-05,0.003924279,4.64E-09,0.00278729
100.9403828,0.005904327,23.52983982,4.06E-06,758.4039936,0.028134173,0.000451688,0.001476082,0.007792342,1.00E-05,0.004428245,6.50E-09,0.00524939
189.5314474,0.006125318,23.11848728,1.63E-06,702.3388778,0.021932799,0.000427487,0.001531329,0.007108764,1.00E-05,0.004593988,7.31E-09,0.00384824
171.1235141,0.008621833,17.00993245,1.86E-06,713.9883925,0.023221354,0.000163025,0.002155458,0.001925993,5.00E-05,0.006466375,2.05E-08,0.0071832
153.0379431,0.006515969,13.85623275,2.17E-06,725.4338994,0.024487344,8.68E-05,0.001628992,0.001356583,5.00E-05,0.004886977,8.82E-09,0.00547187
262.6833698,0.003835123,10.82450989,1.15E-06,656.0444686,0.016812164,4.46E-05,0.000958781,0.001184076,5.00E-05,0.002876342,,
144.5803369,0.009245085,12.96273903,2.36E-06,730.7863203,0.025079376,7.14E-05,0.002311271,0.000787009,5.00E-05,0.006933814,2.51E-08,0.00943145
172.6525841,0.004367762,14.05217648,1.84E-06,713.0207161,0.023114319,9.05E-05,0.00109194,0.002110415,5.00E-05,0.003275821,,
210.5420645,0.003786216,18.99264519,1.44E-06,689.042247,0.020462055,0.000230592,0.000946554,0.00620354,5.00E-05,0.002839662,,
167.3916709,0.005816146,16.49005023,1.92E-06,716.3501005,0.023482583,0.00014793,0.001454037,0.002590717,5.00E-05,0.00436211,6.30E-09,0.00418965
133.9805006,0.006479624,22.74673017,2.63E-06,737.4944579,0.025821365,0.000406364,0.001619906,0.006388011,1.00E-05,0.004859718,8.63E-09,0.00460094
258.6271299,0.008501427,26.09281526,1.17E-06,658.611472,0.017096101,0.000622929,0.002125357,0.007463578,1.00E-05,0.00637607,1.96E-08,0.00559621
218.957802,0.004648672,12.39284498,1.38E-06,683.7163228,0.019872954,6.30E-05,0.001162168,0.001379456,5.00E-05,0.003486504,,
121.9796198,0.009108816,10.17406747,3.03E-06,745.0892506,0.026661427,3.90E-05,0.002277204,0.000435662,5.00E-05,0.006831612,2.39E-08,0.0115865
168.3354082,0.005778481,28.36054767,1.90E-06,715.7528536,0.023416521,0.000805734,0.00144462,0.014202932,1.00E-05,0.004333861,6.25E-09,0.00346047
120.1083512,0.005319549,27.2030167,3.11E-06,746.2734884,0.026792415,0.000708598,0.001329887,0.013568287,1.00E-05,0.003989661,,
214.3823105,0.006280259,17.67856719,1.41E-06,686.611936,0.020193238,0.000184006,0.001570065,0.002984385,5.00E-05,0.004710194,7.78E-09,0.00433398
107.5291743,0.003673649,29.17785643,3.68E-06,754.2342576,0.027672958,0.00087929,0.000918412,0.024380045,1.00E-05,0.002755237,,
209.5992983,0.003709473,19.4342475,1.45E-06,689.6388793,0.020528049,0.000247902,0.000927368,0.006807201,5.00E-05,0.002782105,,
254.7901335,0.008235296,27.41480888,1.18E-06,661.0397264,0.017364691,0.000725765,0.002058824,0.008976709,1.00E-05,0.006176472,1.79E-08,0.00523902
79.23913484,0.00682133,21.46668467,5.87E-06,772.1376922,0.029653261,0.00033893,0.001705332,0.005061055,1.00E-05,0.005115997,1.02E-08,0.00811516
155.0605176,0.006335753,16.72034316,2.13E-06,724.1539071,0.024345764,0.000154487,0.001583938,0.002483671,5.00E-05,0.004751815,8.14E-09,0.00477891
71.10242917,0.006102529,23.87949251,6.89E-06,777.2870303,0.03022283,0.000472953,0.001525632,0.007894209,1.00E-05,0.004576896,,
196.8283387,0.004333389,12.7959199,1.56E-06,697.7210187,0.021422016,6.88E-05,0.001083347,0.001618293,5.00E-05,0.003250042,,
187.3808804,0.004865354,21.87307008,1.65E-06,703.6998705,0.022083338,0.000359464,0.001216338,0.007525602,1.00E-05,0.003649015,3.66E-09,0.00280586
178.0588063,0.004132787,28.70543478,1.77E-06,709.5993725,0.022735884,0.000836263,0.001033197,0.020611045,1.00E-05,0.00309959,2.30E-09,0.00223703
